3,bijzondere erfpachtbepalingen,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-158.tm.209_Hyp4_dl_17678_nr_34.pdf
4,de bestemming voor de na splitsing ontstane appartementsrechten met -----indexnummers 1 tot en met 52 luidt: koopwoning met bijbehorendec _______ _ berging;,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-158.tm.209_Hyp4_dl_17678_nr_34.pdf
8,"(56 m2) gebruiksoppervlak (GBO),",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-158.tm.209_Hyp4_dl_17678_nr_34.pdf
8,22,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-158.tm.209_Hyp4_dl_17678_nr_34.pdf
2,"de (zijnde een publiekrechtelijke rechtspersoon, ------------",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
3,"Amsterdam, sectie A nummer 7407",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
3,bijzondere erfpachtbepalingen,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
4,de bestemming voor de na splitsing ontstane appartementsrechten met -----indexnummers 1 tot en met 52 luidt: koopwoning met bijbehorendec _______ _ berging;,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
8,"(56 m2) gebruiksoppervlak (GBO),",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
8,22,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-179_Hyp4_dl_17678_nr_34.pdf
1,"(zijnde een publiekrechtelijke rechtspersoon, de",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
2,"toestemming te verlenen om het erfpachtrecht met het daarop gebouwde,-",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
2,"Amsterdam, sectie A nummers 7401, 7402,  ---7403,7499 en 7500, met",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
3,bijzondere erfpachtbepalingen,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
3,de bestemming voor de na splitsing ontstane appartementsrechten met ----- indexnummers 1 tot en met 67 luidt: koopwoning met bijbehorende --------berging; --------------------------------------------------------------------------------de bestemming voor het na splitsing ontstane appartementsrecht met ------- indexnummer 68 luidt: éénendertig (31) bergingen ten behoeve van het ---- naastgelegen huurcomplex aan de Veelaan te Amsterdam.,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
3,bijzondere bepaling 2 tot en met 9:  ongewijzigd,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
3,de erfpachter dient in de leveringsakten van de appartementsrechten de--------- volgende bepaling op te nemen:,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
6,"meter (81  m2) gebruiksoppervlak (GBO),",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
6,"indexnummer 12,",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-213.tm.279_Hyp4_dl_17678_nr_39.pdf
1,"(zijnde een publiekrechtelijke rechtspersoon, de",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
2,"toestemming te verlenen om het erfpachtrecht met het daarop gebouwde,-",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
2,"Amsterdam, sectie A nummers 7401, 7402,  ---7403,7499 en 7500, met",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
3,bijzondere erfpachtbepalingen,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
3,de bestemming voor de na splitsing ontstane appartementsrechten met ----- indexnummers 1 tot en met 67 luidt: koopwoning met bijbehorende --------berging; --------------------------------------------------------------------------------de bestemming voor het na splitsing ontstane appartementsrecht met ------- indexnummer 68 luidt: éénendertig (31) bergingen ten behoeve van het ---- naastgelegen huurcomplex aan de Veelaan te Amsterdam.,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
3,bijzondere bepaling 2 tot en met 9:  ongewijzigd,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
3,de erfpachter dient in de leveringsakten van de appartementsrechten de--------- volgende bepaling op te nemen:,2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
6,"meter (81  m2) gebruiksoppervlak (GBO),",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
6,"indexnummer 12,",2001-10-05_Akte_van_Horizontale_Splitsing_en_Conversie_EW1573-224_Hyp4_dl_17678_nr_39.pdf
1,"Amsterdam, sectie A nurmne(7407",2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
1,"met toestemming van de -------- gemeente Amsterdam, waarvan blijkt uit het besluit",2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
2,CIJer. ------------------------------...-------------------------------------------------------------~Blijkens gemelde tekening luidt de complexaanduiding van het in de splitsing te ---betrekken perceel 7974-A. -----------------..,2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
4,"gemeente Amsterdam, sectie A nummer 7974-A-22;",2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
4,de woning,2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
4,een berging,2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
12,"Op voonneld recht van erfpacht zijn van toepassing de Algemene Bepalingen en -- bijzondere bepalingen, zoals vel meld in voornoemde akte houdende toestemming- horizontale splitsing, conversie van de Algemene bepalingen en vooruitbetaling --- van de erfpachtcanon",2001-10-05_Akte_van_Splitsing_EW1573-158.tm.209_Hyp4_dl_17678_nr_35.pdf
1,"Amsterdam, sectie A nurmne(7407",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
1,"met toestemming van de -------- gemeente Amsterdam, waarvan blijkt uit het besluit",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
1,nummer 200115642,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
2,CIJer. ------------------------------...-------------------------------------------------------------~Blijkens gemelde tekening luidt de complexaanduiding van het in de splitsing te ---betrekken perceel 7974-A. -----------------..,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
2,"Het erfPachtrecht met het daarop gebouwde gebouw zal omvatten de volgende ----- appartementsrechten, die doorlopend genummerd zijn met de -------------------------- appartementsindexcijfers 1 tot en met 52 en met die cijfers zijn aangeduid op------- voormelde tekening en nader in volgorde van die cijfers worden omschreven als ---,,()1~:-----------------------------------------------------------------------------.. -----------.. ---OMSCHRIJVING APPARTEMENTSRECHTEN",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
4,"met balkon gelegen op de eerste verdieping en een eigen meterkast gelegen in- het trappenhuis van voormeld flatgebouw,  alsmede",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
4,gelegen op de-- . begane grond,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
4,"gemeente Amsterdam, sectie A nummer 7974-A-22;",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
4,de woning,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
4,een berging,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
10,de appartementsrechten zijn bestemd voor gebruik als staande in de ------------- omschrijving van het betreffende appartementsrecht;,2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
12,"Op voonneld recht van erfpacht zijn van toepassing de Algemene Bepalingen en -- bijzondere bepalingen, zoals vel meld in voornoemde akte houdende toestemming- horizontale splitsing, conversie van de Algemene bepalingen en vooruitbetaling --- van de erfpachtcanon",2001-10-05_Akte_van_Splitsing_EW1573-179_Hyp4_dl_17678_nr_35.pdf
2,"met toestemming van de -------- gemeente Amsterdam,",2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
2,Blijkens gemelde tekening luidt de complexaanduiding van het in de splitsing te ---betrekken perceel 7972-A,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
2,het besluit,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
2,over te willen gaan tot splitsing,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
4,woning met balkon,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
4,"gemeente Amsterdam, sectie A numme",2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
4,een berging,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
4,7972-A-12;,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
14,"bijzondere bepalingen, zoals vermeld in voornoemde akte houdende toestemming - horizontale splitsing, conversie van de Algemene bepalingen en vooruitbetaling --- van de erfpachtcanon",2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
15,indexnummers 1 tot en met 67,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
15,oopwoning met bijbehorende --------berging,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
18,meter (81  m2) gebruiksoppervlak (GBO,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
18,12,2001-10-05_Akte_van_Splitsing_EW1573-213.tm.279_Hyp4_dl_17678_nr_40.pdf
2,"met toestemming van de -------- gemeente Amsterdam,",2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
2,Blijkens gemelde tekening luidt de complexaanduiding van het in de splitsing te ---betrekken perceel 7972-A,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
2,het besluit,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
2,over te willen gaan tot splitsing,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
4,woning met balkon,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
4,"gemeente Amsterdam, sectie A numme",2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
4,een berging,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
4,7972-A-12;,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
14,"bijzondere bepalingen, zoals vermeld in voornoemde akte houdende toestemming - horizontale splitsing, conversie van de Algemene bepalingen en vooruitbetaling --- van de erfpachtcanon",2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
15,indexnummers 1 tot en met 67,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
15,oopwoning met bijbehorende --------berging,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
18,meter (81  m2) gebruiksoppervlak (GBO,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
18,12,2001-10-05_Akte_van_Splitsing_EW1573-224_Hyp4_dl_17678_nr_40.pdf
3,de bestemming voor de na splitsing ontstane appartementsrechten met ----- indexnummers 1 tot en met 46 luidt: koopwoning met bijbehorende --------berging;,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_36.pdf
8,Dick Greinerstraat 66,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_36.pdf
8,"zesenzestig vierkante meter - (66 m2) gebruiksoppervlak (GBO),",2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_36.pdf
8,"indexnuminer 28,",2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_36.pdf
13,17678  nummer  36.,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_36.pdf
1,toestemming van de -------- gemeente Amsterdam,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
6,met balkon,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
6,eigen meterkast,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
6,"gemeente Amsterdam, sectie A nummer 7973-A-28;",2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
6,woning,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
6,berging,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
12,de bestemming voor de na splitsing ontstane appartementsrechten met ----- indexnummers I tot en met 46 luidt: koopwoning met bijbehorende --------berging;,2001-10-05_Akte_van_splitsing_EW1573-35_Hyp4_dl_17678_nr_37.pdf
1,de (zijnde een publiekrechtelijke rechtspersoon,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
1,"7499, 7500",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
2,twee rechten van erfpach,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
2,"terrein II, plaatselijk bekend als twee bergingsgebouwûes aan de Veelaan __ te Amsterdam, kadastraal bekend als gemeente Amsterdam, sectie A _______ _ nUllllllers 7499 en 7500;",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
2,"sectie A nummers 7401,7402 (bergingsgebouwtje) en7403---------~~-~""~",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
2,verticaal wordt gesplitst,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
4,"worden samengevoegd tot één recht van erfpacht, -----------------------------------",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
5,bijzondere bepalingen,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
5,"het nieuw te vOllnen terrein is bestemd voor (de stichting van) een---------- bebouwing, bevattende zevenenzestig (67) wooneenheden plus vier (4) ---- bergingsgebouwen, die slechts als zodanig mogen worden gebruikt;",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573-224_Hyp4_dl_17678_nr_38.pdf
1,de (zijnde een publiekrechtelijke rechtspersoon,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
1,"7499, 7500",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
2,twee rechten van erfpach,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
2,"terrein II, plaatselijk bekend als twee bergingsgebouwûes aan de Veelaan __ te Amsterdam, kadastraal bekend als gemeente Amsterdam, sectie A _______ _ nUllllllers 7499 en 7500;",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
2,"sectie A nummers 7401,7402 (bergingsgebouwtje) en7403---------~~-~""~",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
2,verticaal wordt gesplitst,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
4,"worden samengevoegd tot één recht van erfpacht, -----------------------------------",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
5,bijzondere bepalingen,2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
5,"het nieuw te vOllnen terrein is bestemd voor (de stichting van) een---------- bebouwing, bevattende zevenenzestig (67) wooneenheden plus vier (4) ---- bergingsgebouwen, die slechts als zodanig mogen worden gebruikt;",2001-10-05_Akte_van_Verticale_Splitsing_en_Samenvoeging_EW1573_Hyp4_dl_17678_nr_38.pdf
2,"gemeente Amsterdam sectie AUnummer87,",2001-10-22_Akte_van_Uitgifte_E7409-1_Hyp4_dl_17708_nr_31.pdf
2,"gebouw ten be hoeve van  een  telefooncentrale van  tweeduizendzes  vierkante  meter (2.006 m') bruto vloeroppervlak, welke  als  zodanig dienen te worden gebruikt;",2001-10-22_Akte_van_Uitgifte_E7409-1_Hyp4_dl_17708_nr_31.pdf
2,"het appartementsrecht, rechtgevende op het uitsluitend gebruik van de woning gelegen op de tweede en gedeeltelijk op de derde verdieping, plaatselijk bekend  Andreas Bonnstraat 19 Il,",2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
5,Mede verscheen voor mij,2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
5,"gevolmachtigde van de gemeente Amsterdam,",2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
5,ter uitvoering van voormeld besluit,2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
6,"indexnummer 3, omvattende een - - -  koopwoning met vijf en negentig vierkante meter (95 m2) brutovloeroppervlak",2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
6,bijzondere bepalingen,2001-11-02_Akte_van_Splitsing_E952-11_Hyp4_dl_17737_nr_28.pdf
2,"gemeente  Watergraafsmeer,sectie  B  nummer'-2174",2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
3,uitgifte  in  erfpacht,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
3,bijzondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
3,deel  2652  nummer  102;,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
4,"één------- perceel  bevatten  drie  afzonderlijke  woningen,elk  voor  één-------gezin",2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
4,Gemeente  Amsterdam,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
5,toepassing  verklaring  van  de  in  de  akte  van  uitgifte erfpacht  vermelde  bijzondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
5,bij zondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
5,koopwoning,2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
5,"(91,79  m2)-",2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
5,"(91,07  m2)tuin,",2001-12-10_Akte_van_Splitsing_E201-22_Hyp4_dl_17814_nr_40.pdf
2,"gemeente  Watergraafsmeer,sectie  B  nummer'-2174",2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
3,uitgifte  in  erfpacht,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
3,bijzondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
3,deel  2652  nummer  102;,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
4,"één------- perceel  bevatten  drie  afzonderlijke  woningen,elk  voor  één-------gezin",2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
4,Gemeente  Amsterdam,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
5,toepassing  verklaring  van  de  in  de  akte  van  uitgifte erfpacht  vermelde  bijzondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
5,bij zondere  bepalingen,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
5,koopwoning,2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
5,"(103,10  m2",2001-12-10_Akte_van_Splitsing_E201-23_Hyp4_dl_17814_nr_40.pdf
6,de winkel met woning en tuin,2002-02-11_Akte_van_Splitsing_E2209-14_Hyp4_dl_17953_nr_32.pdf
